0.1 0.1 600.27
0.1 0.2 600.27
0.1 0.3 600.27
0.1 0.4 600.27
0.1 0.5 600.27
0.1 0.6 600.27
0.1 0.7 600.27
0.1 0.8 600.27
0.1 0.9 600.27

0.2 0.1 579.27
0.2 0.2 579.27
0.2 0.3 579.27
0.2 0.4 579.27
0.2 0.5 579.27
0.2 0.6 579.27
0.2 0.7 579.27
0.2 0.8 579.27
0.2 0.9 579.27

0.3 0.1 460.55546875
0.3 0.2 460.55546875
0.3 0.3 460.55546875
0.3 0.4 460.55546875
0.3 0.5 460.55546875
0.3 0.6 460.55546875
0.3 0.7 460.55546875
0.3 0.8 460.55546875
0.3 0.9 460.55546875

0.4 0.1 439.55546875
0.4 0.2 439.55546875
0.4 0.3 439.55546875
0.4 0.4 439.55546875
0.4 0.5 439.55546875
0.4 0.6 439.55546875
0.4 0.7 439.55546875
0.4 0.8 439.55546875
0.4 0.9 439.55546875

0.5 0.1 325.7425
0.5 0.2 325.7425
0.5 0.3 325.7425
0.5 0.4 325.7425
0.5 0.5 325.7425
0.5 0.6 325.7425
0.5 0.7 325.7425
0.5 0.8 325.7425
0.5 0.9 325.7425

0.6 0.1 325.7425
0.6 0.2 325.7425
0.6 0.3 325.7425
0.6 0.4 325.7425
0.6 0.5 325.7425
0.6 0.6 325.7425
0.6 0.7 325.7425
0.6 0.8 325.7425
0.6 0.9 325.7425

0.7 0.1 304.86765625
0.7 0.2 304.86765625
0.7 0.3 304.86765625
0.7 0.4 304.86765625
0.7 0.5 304.86765625
0.7 0.6 304.86765625
0.7 0.7 304.86765625
0.7 0.8 304.86765625
0.7 0.9 304.86765625

0.8 0.1 208.4228125
0.8 0.2 208.4228125
0.8 0.3 208.4228125
0.8 0.4 208.4228125
0.8 0.5 208.4228125
0.8 0.6 208.4228125
0.8 0.7 208.4228125
0.8 0.8 208.4228125
0.8 0.9 208.4228125

0.9 0.1 196.7734375
0.9 0.2 196.7734375
0.9 0.3 196.7734375
0.9 0.4 196.7734375
0.9 0.5 196.7734375
0.9 0.6 196.7734375
0.9 0.7 196.7734375
0.9 0.8 196.7734375
0.9 0.9 196.7734375

