0.1 0.1 50.0225
0.1 0.2 50.0225
0.1 0.3 50.0225
0.1 0.4 50.0225
0.1 0.5 50.0225
0.1 0.6 50.0225
0.1 0.7 50.0225
0.1 0.8 50.0225
0.1 0.9 50.0225

0.2 0.1 47.0225
0.2 0.2 47.0225
0.2 0.3 47.0225
0.2 0.4 47.0225
0.2 0.5 47.0225
0.2 0.6 47.0225
0.2 0.7 47.0225
0.2 0.8 47.0225
0.2 0.9 47.0225

0.3 0.1 34.0225
0.3 0.2 34.0225
0.3 0.3 34.0225
0.3 0.4 34.0225
0.3 0.5 34.0225
0.3 0.6 34.0225
0.3 0.7 34.0225
0.3 0.8 34.0225
0.3 0.9 34.0225

0.4 0.1 31.0225
0.4 0.2 31.0225
0.4 0.3 31.0225
0.4 0.4 31.0225
0.4 0.5 31.0225
0.4 0.6 31.0225
0.4 0.7 31.0225
0.4 0.8 31.0225
0.4 0.9 31.0225

0.5 0.1 18.0271875
0.5 0.2 18.0271875
0.5 0.3 18.0271875
0.5 0.4 18.0271875
0.5 0.5 18.0271875
0.5 0.6 18.0271875
0.5 0.7 18.0271875
0.5 0.8 18.0271875
0.5 0.9 18.0271875

0.6 0.1 18.0271875
0.6 0.2 18.0271875
0.6 0.3 18.0271875
0.6 0.4 18.0271875
0.6 0.5 18.0271875
0.6 0.6 18.0271875
0.6 0.7 18.0271875
0.6 0.8 18.0271875
0.6 0.9 18.0271875

0.7 0.1 15.0471875
0.7 0.2 15.0471875
0.7 0.3 15.0471875
0.7 0.4 15.0471875
0.7 0.5 15.0471875
0.7 0.6 15.0471875
0.7 0.7 15.0471875
0.7 0.8 15.0471875
0.7 0.9 15.0471875

0.8 0.1 3.86296875
0.8 0.2 3.86296875
0.8 0.3 3.86296875
0.8 0.4 3.86296875
0.8 0.5 3.86296875
0.8 0.6 3.86296875
0.8 0.7 3.86296875
0.8 0.8 3.86296875
0.8 0.9 3.86296875

0.9 0.1 2.30140625
0.9 0.2 2.30140625
0.9 0.3 2.30140625
0.9 0.4 2.30140625
0.9 0.5 2.30140625
0.9 0.6 2.30140625
0.9 0.7 2.30140625
0.9 0.8 2.30140625
0.9 0.9 2.30140625

