0.1 0.1 163.7096875
0.1 0.2 133.8784375
0.1 0.3 126.2178125
0.1 0.4 124.9334375
0.1 0.5 124.8103125
0.1 0.6 124.806875
0.1 0.7 124.806875
0.1 0.8 124.806875
0.1 0.9 124.806875

0.2 0.1 163.7096875
0.2 0.2 133.8784375
0.2 0.3 126.2178125
0.2 0.4 124.9334375
0.2 0.5 124.8103125
0.2 0.6 124.806875
0.2 0.7 124.806875
0.2 0.8 124.806875
0.2 0.9 124.806875

0.3 0.1 178.7871875
0.3 0.2 144.3203125
0.3 0.3 130.76734375
0.3 0.4 126.2178125
0.3 0.5 125.05171875
0.3 0.6 124.83625
0.3 0.7 124.8075
0.3 0.8 124.806875
0.3 0.9 124.806875

0.4 0.1 180.71953125
0.4 0.2 144.3203125
0.4 0.3 130.76734375
0.4 0.4 126.2178125
0.4 0.5 125.05171875
0.4 0.6 124.83625
0.4 0.7 124.8075
0.4 0.8 124.806875
0.4 0.9 124.806875

0.5 0.1 245.67546875
0.5 0.2 163.70671875
0.5 0.3 144.31734375
0.5 0.4 133.87578125
0.5 0.5 128.6115625
0.5 0.6 126.2159375
0.5 0.7 125.25203125
0.5 0.8 124.9325
0.5 0.9 124.8359375

0.6 0.1 245.67546875
0.6 0.2 163.70671875
0.6 0.3 144.31734375
0.6 0.4 133.87578125
0.6 0.5 128.6115625
0.6 0.6 126.2159375
0.6 0.7 125.25203125
0.6 0.8 124.9325
0.6 0.9 124.8359375

0.7 0.1 283.29359375
0.7 0.2 163.70359375
0.7 0.3 144.31640625
0.7 0.4 133.87546875
0.7 0.5 128.6115625
0.7 0.6 126.2159375
0.7 0.7 125.25203125
0.7 0.8 124.9325
0.7 0.9 124.8359375

0.8 0.1 399.42359375
0.8 0.2 232.11796875
0.8 0.3 177.1659375
0.8 0.4 162.7675
0.8 0.5 152.056875
0.8 0.6 144.0159375
0.8 0.7 138.09078125
0.8 0.8 133.7875
0.8 0.9 130.71828125

0.9 0.1 425.31015625
0.9 0.2 280.88859375
0.9 0.3 192.84421875
0.9 0.4 162.845625
0.9 0.5 151.8125
0.9 0.6 143.88375
0.9 0.7 138.0196875
0.9 0.8 133.74953125
0.9 0.9 130.69765625

