0.1 0.1 478.71890625
0.1 0.2 320.031875
0.1 0.3 282.4228125
0.1 0.4 262.94421875
0.1 0.5 253.96734375
0.1 0.6 250.69125
0.1 0.7 249.8390625
0.1 0.8 249.6890625
0.1 0.9 249.6684375

0.2 0.1 478.71890625
0.2 0.2 320.031875
0.2 0.3 282.4228125
0.2 0.4 262.94421875
0.2 0.5 253.96734375
0.2 0.6 250.69125
0.2 0.7 249.8390625
0.2 0.8 249.6890625
0.2 0.9 249.6684375

0.3 0.1 478.71890625
0.3 0.2 320.031875
0.3 0.3 282.4228125
0.3 0.4 262.94421875
0.3 0.5 253.96734375
0.3 0.6 250.69125
0.3 0.7 249.8390625
0.3 0.8 249.6890625
0.3 0.9 249.6684375

0.4 0.1 478.71890625
0.4 0.2 320.031875
0.4 0.3 282.4228125
0.4 0.4 262.94421875
0.4 0.5 253.96734375
0.4 0.6 250.69125
0.4 0.7 249.8390625
0.4 0.8 249.6890625
0.4 0.9 249.6684375

0.5 0.1 478.71890625
0.5 0.2 320.031875
0.5 0.3 282.4228125
0.5 0.4 262.94421875
0.5 0.5 253.96734375
0.5 0.6 250.69125
0.5 0.7 249.8390625
0.5 0.8 249.6890625
0.5 0.9 249.6684375

0.6 0.1 478.71890625
0.6 0.2 320.031875
0.6 0.3 282.4228125
0.6 0.4 262.94421875
0.6 0.5 253.96734375
0.6 0.6 250.69125
0.6 0.7 249.8390625
0.6 0.8 249.6890625
0.6 0.9 249.6684375

0.7 0.1 478.71890625
0.7 0.2 320.031875
0.7 0.3 282.4228125
0.7 0.4 262.94421875
0.7 0.5 253.96734375
0.7 0.6 250.69125
0.7 0.7 249.8390625
0.7 0.8 249.6890625
0.7 0.9 249.6684375

0.8 0.1 478.71890625
0.8 0.2 320.031875
0.8 0.3 282.4228125
0.8 0.4 262.94421875
0.8 0.5 253.96734375
0.8 0.6 250.69125
0.8 0.7 249.8390625
0.8 0.8 249.6890625
0.8 0.9 249.6684375

0.9 0.1 478.71890625
0.9 0.2 320.031875
0.9 0.3 282.4228125
0.9 0.4 262.94421875
0.9 0.5 253.96734375
0.9 0.6 250.69125
0.9 0.7 249.8390625
0.9 0.8 249.6890625
0.9 0.9 249.6684375

